layer_type,stack,thickness,points,EA,IP,E0,Et_bulk,Nc,Nv,Ncat,Nani,DOScat,DOSani,mue,muh,mucat,muani,epp,g0,krad,taun_SRH,taup_SRH,sn_l,sn_r,sp_l,sp_r,Rs,PhiA,PhiC,OM,xmesh_type,N_ionic_species,side
layer,NiO,1.00E-05,100,-1.88,-5.38,-4.52,-3.63,1.00E+20,1.00E+19,1.00E+18,1.00E+18,1.21E+22,1.21E+22,9.00E-02,9.00E-02,0.00E+00,0.00E+00,1.19E+01,0.00E+00,6.30E-11,1.00E-06,1.00E-06,1.00E+07,1.00E+00,1.00E+07,1.00E+00,0.00E+00,-4.20E+00,-4.15E+00,1.00E+00,5.00E+00,1.00E+00,1.00E+00
